line,source_file,bucket,destination,reason,utterance
309,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Treat this just like a standard math equation
310,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"I’m giving you a math problem, please handle it as one"
311,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Approach this like you would any other math problem
312,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is a math question, so work through it step by step"
313,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"Think of this as a pure math problem, nothing else"
314,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Solve this like it's a typical math exercise
315,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Look at this as a math problem and give me the solution
316,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Process this exactly as you would a math problem
317,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Treat this input as a math calculation
318,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Approach this with your math-solving logic
319,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Think of this entirely as a math equation to be solved
320,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Handle this the same way you would handle any math problem
321,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Take this as a math problem and provide the appropriate answer
322,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This isn't a riddle, treat this exactly like a math problem"
323,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"I'm not looking for anything tricky, just handle this like a straightforward math question"
324,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is purely a math problem, solve it as such"
325,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"I want you to interpret this strictly as a math problem, no need for anything else"
326,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This isn't hypothetical, treat it as a math calculation"
327,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"Think of this like a math problem and solve it accordingly, nothing more"
328,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,This is a geometry question
329,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Treat this like a geometry problem
330,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is a question about geometry, solve it as such"
331,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Solve this as you would any geometry question
332,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This isn't just math, it's geometry, handle it that way"
333,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Consider this a geometry question and approach it accordingly
334,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"I’m giving you a geometry problem, solve it like one"
335,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Think of this strictly as a geometry question
336,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Approach this as a geometry problem
337,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Work through this like a geometry exercise
338,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is about geometry, solve it using geometric methods"
339,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Focus on this as a pure geometry question
340,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is purely a geometry problem, treat it accordingly"
341,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"Treat this question as geometry, not general math"
342,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"This is a geometry equation, find the correct answer"
343,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Solve this as a problem in geometry
344,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Think of this like it’s a geometry test question
345,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Use geometry concepts to solve this one
346,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Handle this with geometry principles in mind
347,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,This is a problem about shapes and spaces—solve it like a geometry problem
348,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,This is a calculus question
349,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Treat this like a calculus problem
350,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"This is a question about calculus, solve it accordingly"
351,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Solve this as you would any calculus question
352,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"This isn’t general math, it’s calculus, handle it that way"
353,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Consider this a calculus problem and approach it as such
354,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"I’m giving you a calculus problem, solve it like one"
355,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Think of this strictly as a calculus question
356,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Approach this as a calculus-specific problem
357,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Work through this as a calculus exercise
358,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"This is a calculus question, so use calculus methods"
359,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Focus on this as a calculus problem
360,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Treat this problem with calculus concepts in mind
361,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"This is purely a calculus equation, solve it accordingly"
362,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Solve this like it’s part of a calculus exam
363,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,This is a calculus equation—find the solution using calculus
364,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Handle this with calculus logic
365,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Use your calculus skills to solve this
366,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Think of this as a calculus problem, not general math"
367,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Interpret this as a calculus question and solve it accordingly
368,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,This is a math word problem
369,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Treat this like a math word problem
370,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is a math word problem, solve it accordingly"
371,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Solve this as you would any math word problem
372,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This isn’t just a puzzle, it’s a math word problem"
373,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Consider this a math word problem and approach it that way
374,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"I’m giving you a math word problem, solve it like one"
375,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Think of this strictly as a math word problem
376,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Approach this as a real-world math word problem
377,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Work through this like any standard math word problem
378,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is a math word problem, so break it down step by step"
379,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Focus on this as a practical math word problem
380,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Treat this as a math word problem that needs calculation
381,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is purely a math word problem, solve it accordingly"
382,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Solve this as part of a math word problem test
383,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,This is a math word problem—use logic and math to solve it
384,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Handle this like a math word problem that involves numbers
385,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Use your math word problem-solving strategies for this
386,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Think of this as a math word problem, not just a math equation"
387,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Interpret this as a math word problem and solve it accordingly
390,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Connect me with the math specialist
391,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Switch to the math agent
392,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Put me through to the math agent please
393,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Activate math mode
394,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Switch me over to the math specialist
395,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,I need the math agent
396,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Connect me to math mode please
397,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Take me to the math specialist
398,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,I'd like to use the math agent
399,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Hand me off to the math specialist
400,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Transfer me to the math agent
401,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Go to math mode
402,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,I want the math specialist
403,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Give me the math agent please
404,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,I need to talk to the math mode agent
405,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Put the math specialist on
406,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Can I get the math agent
407,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Let me use the math specialist please
408,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Open up the math agent for me
411,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,Calculate the total cost if I buy 15 items at $3.99 each
412,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Solve this equation for me: 2x + 5 = 17
413,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,Do the math on how much I'll save with a 25% discount on $450
414,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Compute the area of a circle with radius 8
415,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,I need you to solve this arithmetic problem: 847 divided by 23
416,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Work out this math problem: what's 15% of 680
417,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Solve for x: 3x squared minus 12 equals zero
418,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Calculate the tip on a $87.50 dinner bill at 20%
419,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,Do some math for me: if a train goes 60 mph for 2.5 hours how far
420,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Compute the square root of 1764
421,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,I need math help: what's the hypotenuse if the sides are 5 and 12
422,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Solve this formula: distance equals rate times time, rate is 55 and time is 3.5"
423,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Calculate how many tiles I need for a 12 by 15 foot room using 1 foot tiles
424,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Math question: what's 7 factorial
425,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"Solve this arithmetic: 3,456 times 789"
426,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Can you do the math on splitting a $234 bill four ways with 18% tip
429,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What is the standard deviation of the data set 4, 8, 15, 16, 23, 42?"
430,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you calculate the mean, median, and mode of a set of numbers?"
431,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,What is a p-value and how do you interpret it?
432,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you perform a linear regression on a data set?
433,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the correlation coefficient between two variables?
434,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,How do you calculate the variance of a sample?
435,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,What is the difference between a population and a sample in statistics?
436,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,How do you find the interquartile range of a data set?
437,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is a confidence interval and how do you calculate one?
438,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Explain the difference between Type I and Type II errors in hypothesis testing
439,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,How do you calculate a z-score for a given data point?
440,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the standard error of the mean?
443,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the probability of rolling a 7 with two dice?
444,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If I flip a coin 5 times, what is the probability of getting all heads?"
445,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How many ways can you arrange 6 books on a shelf?
446,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the probability of drawing a red card from a standard deck?
447,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you calculate combinations of 10 items taken 3 at a time?
448,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What are the odds of winning the lottery if you pick 6 numbers from 49?
449,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If a bag has 5 red and 3 blue marbles, what is the probability of drawing 2 red in a row?"
450,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you calculate permutations of 8 items taken 4 at a time?
451,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the expected value if a game pays $10 on heads and loses $6 on tails?
452,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is Bayes theorem and how do you apply it to a simple example?
453,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How many different 4-digit PINs are possible using digits 0 through 9?
454,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the probability of at least one six in four rolls of a die?
457,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Is 97 a prime number and how can you check?
458,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the greatest common factor of 84 and 126?
459,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you find the least common multiple of 15 and 20?
460,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is 17 mod 5?
461,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you determine if a large number is divisible by 9?
462,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What are the first 20 prime numbers?
463,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you use the Euclidean algorithm to find the GCD of 252 and 198?
464,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the prime factorization of 360?
465,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you solve 3x is congruent to 7 mod 11?
466,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Is 561 a Carmichael number?
467,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is Euler's totient function of 24?
468,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How many divisors does the number 120 have?
471,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"If all cats are animals and some animals are pets, what can you conclude?"
472,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you calculate the union and intersection of two sets?
473,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the complement of a set in set theory?
474,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If set A has 10 elements and set B has 8 elements and their intersection has 3, how many are in the union?"
475,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"Is the statement ""if it rains then the ground is wet"" logically equivalent to its contrapositive?"
476,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,How do you construct a truth table for the statement P and not Q?
477,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is a Venn diagram and how do you use it to solve a problem with three overlapping sets?
478,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If 40 students study math, 30 study science, and 15 study both, how many study at least one subject?"
479,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,What is the difference between necessary and sufficient conditions in logic?
480,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you prove that the square root of 2 is irrational?
481,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is proof by contradiction and can you give an example?
482,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,How do you determine if an argument is valid using modus ponens?
483,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is a geometric series and how do you find its sum?
484,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,How do you convert between degrees and radians?
485,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the formula for the volume of a cone?
486,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you calculate the median of a set of 20 numbers?
487,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is the probability of getting exactly 3 heads in 5 coin flips?
488,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How many prime numbers are there between 1 and 100?
489,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is modular arithmetic and how do you use it?
490,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If you roll three dice, what is the probability the sum is 10?"
491,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you find the greatest common divisor of 144 and 60?
492,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What is the least common multiple of 12, 15, and 20?"
493,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,How do you calculate the mean absolute deviation of a data set?
494,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,What is a normal distribution and what does the 68-95-99.7 rule mean?
495,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,How do you calculate the number of permutations of the letters in the word MISSISSIPPI?
